의원명,정당,위원회,법안ID,법안명,발의자,위원회명,상태,발의유형
이정문,더불어민주당,정무위원회,PRC_H2F4E0M6N0M3S1R0S4Q6M5L7J2K8J2,보험업법 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_A2A4Y0X6Y1F0G1E5F0D4E2C7K4L4J1,표시·광고의 공정화에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_X2Y4X0X6F1E0E1C5D0C8C2R8P8Q3O8,특정 금융거래정보의 보고 및 이용 등에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2W4E0F6E1D8B1X5Y2W5V1U3C2B6C4,독립유공자예우에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Z2X4W0S6T1S8Q1P5X2Y7W3V3U9C7D1,금융위원회의 설치 등에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_X2B4D0Y5K3J0J1S4J5Q1W4V1L9U5W4,은행법 일부개정법률안,이정문의원 등 10인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_F2J4S0L5A3N0N1I5M0P7E1L9N2G7H0,택지개발촉진법 일부개정법률안,이정문의원 등 10인,국토교통위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2S4M0X5U3O0I1M5Q0J9A4X0Q9Q4G3,수도권정비계획법 일부개정법률안,이정문의원 등 10인,국토교통위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2H4F0E6D0E3M1L0K4I7R5P3O7N3J2,기초연구진흥 및 기술개발지원에 관한 법률 일부개정법률안,이정문의원 등 13인,과학기술정보방송통신위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_H2F4E0M6N0M3S1R0S4Q6M5L7J2K8J2,보험업법 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_A2A4Y0X6Y1F0G1E5F0D4E2C7K4L4J1,표시·광고의 공정화에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_X2Y4X0X6F1E0E1C5D0C8C2R8P8Q3O8,특정 금융거래정보의 보고 및 이용 등에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2W4E0F6E1D8B1X5Y2W5V1U3C2B6C4,독립유공자예우에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Z2X4W0S6T1S8Q1P5X2Y7W3V3U9C7D1,금융위원회의 설치 등에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_X2B4D0Y5K3J0J1S4J5Q1W4V1L9U5W4,은행법 일부개정법률안,이정문의원 등 10인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_F2J4S0L5A3N0N1I5M0P7E1L9N2G7H0,택지개발촉진법 일부개정법률안,이정문의원 등 10인,국토교통위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2S4M0X5U3O0I1M5Q0J9A4X0Q9Q4G3,수도권정비계획법 일부개정법률안,이정문의원 등 10인,국토교통위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2H4F0E6D0E3M1L0K4I7R5P3O7N3J2,기초연구진흥 및 기술개발지원에 관한 법률 일부개정법률안,이정문의원 등 13인,과학기술정보방송통신위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_H2F4E0M6N0M3S1R0S4Q6M5L7J2K8J2,보험업법 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_A2A4Y0X6Y1F0G1E5F0D4E2C7K4L4J1,표시·광고의 공정화에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_X2Y4X0X6F1E0E1C5D0C8C2R8P8Q3O8,특정 금융거래정보의 보고 및 이용 등에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2W4E0F6E1D8B1X5Y2W5V1U3C2B6C4,독립유공자예우에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Z2X4W0S6T1S8Q1P5X2Y7W3V3U9C7D1,금융위원회의 설치 등에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_X2B4D0Y5K3J0J1S4J5Q1W4V1L9U5W4,은행법 일부개정법률안,이정문의원 등 10인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_F2J4S0L5A3N0N1I5M0P7E1L9N2G7H0,택지개발촉진법 일부개정법률안,이정문의원 등 10인,국토교통위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2S4M0X5U3O0I1M5Q0J9A4X0Q9Q4G3,수도권정비계획법 일부개정법률안,이정문의원 등 10인,국토교통위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2H4F0E6D0E3M1L0K4I7R5P3O7N3J2,기초연구진흥 및 기술개발지원에 관한 법률 일부개정법률안,이정문의원 등 13인,과학기술정보방송통신위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_H2F4E0M6N0M3S1R0S4Q6M5L7J2K8J2,보험업법 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_A2A4Y0X6Y1F0G1E5F0D4E2C7K4L4J1,표시·광고의 공정화에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_X2Y4X0X6F1E0E1C5D0C8C2R8P8Q3O8,특정 금융거래정보의 보고 및 이용 등에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2W4E0F6E1D8B1X5Y2W5V1U3C2B6C4,독립유공자예우에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Z2X4W0S6T1S8Q1P5X2Y7W3V3U9C7D1,금융위원회의 설치 등에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_X2B4D0Y5K3J0J1S4J5Q1W4V1L9U5W4,은행법 일부개정법률안,이정문의원 등 10인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_F2J4S0L5A3N0N1I5M0P7E1L9N2G7H0,택지개발촉진법 일부개정법률안,이정문의원 등 10인,국토교통위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2S4M0X5U3O0I1M5Q0J9A4X0Q9Q4G3,수도권정비계획법 일부개정법률안,이정문의원 등 10인,국토교통위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2H4F0E6D0E3M1L0K4I7R5P3O7N3J2,기초연구진흥 및 기술개발지원에 관한 법률 일부개정법률안,이정문의원 등 13인,과학기술정보방송통신위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_H2F4E0M6N0M3S1R0S4Q6M5L7J2K8J2,보험업법 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_A2A4Y0X6Y1F0G1E5F0D4E2C7K4L4J1,표시·광고의 공정화에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_X2Y4X0X6F1E0E1C5D0C8C2R8P8Q3O8,특정 금융거래정보의 보고 및 이용 등에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2W4E0F6E1D8B1X5Y2W5V1U3C2B6C4,독립유공자예우에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Z2X4W0S6T1S8Q1P5X2Y7W3V3U9C7D1,금융위원회의 설치 등에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_X2B4D0Y5K3J0J1S4J5Q1W4V1L9U5W4,은행법 일부개정법률안,이정문의원 등 10인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_F2J4S0L5A3N0N1I5M0P7E1L9N2G7H0,택지개발촉진법 일부개정법률안,이정문의원 등 10인,국토교통위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2S4M0X5U3O0I1M5Q0J9A4X0Q9Q4G3,수도권정비계획법 일부개정법률안,이정문의원 등 10인,국토교통위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2H4F0E6D0E3M1L0K4I7R5P3O7N3J2,기초연구진흥 및 기술개발지원에 관한 법률 일부개정법률안,이정문의원 등 13인,과학기술정보방송통신위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_H2F4E0M6N0M3S1R0S4Q6M5L7J2K8J2,보험업법 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_A2A4Y0X6Y1F0G1E5F0D4E2C7K4L4J1,표시·광고의 공정화에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_X2Y4X0X6F1E0E1C5D0C8C2R8P8Q3O8,특정 금융거래정보의 보고 및 이용 등에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Y2W4E0F6E1D8B1X5Y2W5V1U3C2B6C4,독립유공자예우에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이정문,더불어민주당,정무위원회,PRC_Z2X4W0S6T1S8Q1P5X2Y7W3V3U9C7D1,금융위원회의 설치 등에 관한 법률 일부개정법률안,이정문의원 등 12인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_D2B4I0F5N3K0R0P9O0J0H3O8L5U0R1,댐건설·관리 및 주변지역지원 등에 관한 법률 일부개정법률안,이종배의원 등 11인,환경노동위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_H2Q4O0M5L3T1U1T8B5Z4Y2X2X5F4E4,농지법 일부개정법률안,이종배의원 등 11인,농림축산식품해양수산위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2D4C0K5I3H0I1X5W1V9T1C2C2B1Z0,조세특례제한법 일부개정법률안,이종배의원 등 11인,기획재정위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2O4N0V5W3V0U1S5R1Q8Y1X4V2Y2W0,소상공인 보호 및 지원에 관한 법률 일부개정법률안,이종배의원 등 10인,산업통상자원중소벤처기업위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6V1W2U1V6D2D3C1A3A1Z3Z2,노인복지법 일부개정법률안,이종배의원 등 10인,보건복지위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2E4D0C5B3J0D1C5B2J1H1G6H8F3C8,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 11인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_R2Z4Y0W5V3V0E1C5B2Z0Y3X4F8G6F0,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 12인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_D2B4I0F5N3K0R0P9O0J0H3O8L5U0R1,댐건설·관리 및 주변지역지원 등에 관한 법률 일부개정법률안,이종배의원 등 11인,환경노동위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_H2Q4O0M5L3T1U1T8B5Z4Y2X2X5F4E4,농지법 일부개정법률안,이종배의원 등 11인,농림축산식품해양수산위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2D4C0K5I3H0I1X5W1V9T1C2C2B1Z0,조세특례제한법 일부개정법률안,이종배의원 등 11인,기획재정위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2O4N0V5W3V0U1S5R1Q8Y1X4V2Y2W0,소상공인 보호 및 지원에 관한 법률 일부개정법률안,이종배의원 등 10인,산업통상자원중소벤처기업위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6V1W2U1V6D2D3C1A3A1Z3Z2,노인복지법 일부개정법률안,이종배의원 등 10인,보건복지위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2E4D0C5B3J0D1C5B2J1H1G6H8F3C8,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 11인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_R2Z4Y0W5V3V0E1C5B2Z0Y3X4F8G6F0,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 12인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_D2B4I0F5N3K0R0P9O0J0H3O8L5U0R1,댐건설·관리 및 주변지역지원 등에 관한 법률 일부개정법률안,이종배의원 등 11인,환경노동위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_H2Q4O0M5L3T1U1T8B5Z4Y2X2X5F4E4,농지법 일부개정법률안,이종배의원 등 11인,농림축산식품해양수산위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2D4C0K5I3H0I1X5W1V9T1C2C2B1Z0,조세특례제한법 일부개정법률안,이종배의원 등 11인,기획재정위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2O4N0V5W3V0U1S5R1Q8Y1X4V2Y2W0,소상공인 보호 및 지원에 관한 법률 일부개정법률안,이종배의원 등 10인,산업통상자원중소벤처기업위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6V1W2U1V6D2D3C1A3A1Z3Z2,노인복지법 일부개정법률안,이종배의원 등 10인,보건복지위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2E4D0C5B3J0D1C5B2J1H1G6H8F3C8,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 11인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_R2Z4Y0W5V3V0E1C5B2Z0Y3X4F8G6F0,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 12인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_D2B4I0F5N3K0R0P9O0J0H3O8L5U0R1,댐건설·관리 및 주변지역지원 등에 관한 법률 일부개정법률안,이종배의원 등 11인,환경노동위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_H2Q4O0M5L3T1U1T8B5Z4Y2X2X5F4E4,농지법 일부개정법률안,이종배의원 등 11인,농림축산식품해양수산위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2D4C0K5I3H0I1X5W1V9T1C2C2B1Z0,조세특례제한법 일부개정법률안,이종배의원 등 11인,기획재정위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2O4N0V5W3V0U1S5R1Q8Y1X4V2Y2W0,소상공인 보호 및 지원에 관한 법률 일부개정법률안,이종배의원 등 10인,산업통상자원중소벤처기업위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6V1W2U1V6D2D3C1A3A1Z3Z2,노인복지법 일부개정법률안,이종배의원 등 10인,보건복지위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2E4D0C5B3J0D1C5B2J1H1G6H8F3C8,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 11인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_R2Z4Y0W5V3V0E1C5B2Z0Y3X4F8G6F0,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 12인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_D2B4I0F5N3K0R0P9O0J0H3O8L5U0R1,댐건설·관리 및 주변지역지원 등에 관한 법률 일부개정법률안,이종배의원 등 11인,환경노동위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_H2Q4O0M5L3T1U1T8B5Z4Y2X2X5F4E4,농지법 일부개정법률안,이종배의원 등 11인,농림축산식품해양수산위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2D4C0K5I3H0I1X5W1V9T1C2C2B1Z0,조세특례제한법 일부개정법률안,이종배의원 등 11인,기획재정위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2O4N0V5W3V0U1S5R1Q8Y1X4V2Y2W0,소상공인 보호 및 지원에 관한 법률 일부개정법률안,이종배의원 등 10인,산업통상자원중소벤처기업위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6V1W2U1V6D2D3C1A3A1Z3Z2,노인복지법 일부개정법률안,이종배의원 등 10인,보건복지위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2E4D0C5B3J0D1C5B2J1H1G6H8F3C8,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 11인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_R2Z4Y0W5V3V0E1C5B2Z0Y3X4F8G6F0,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 12인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_D2B4I0F5N3K0R0P9O0J0H3O8L5U0R1,댐건설·관리 및 주변지역지원 등에 관한 법률 일부개정법률안,이종배의원 등 11인,환경노동위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_H2Q4O0M5L3T1U1T8B5Z4Y2X2X5F4E4,농지법 일부개정법률안,이종배의원 등 11인,농림축산식품해양수산위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2D4C0K5I3H0I1X5W1V9T1C2C2B1Z0,조세특례제한법 일부개정법률안,이종배의원 등 11인,기획재정위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2O4N0V5W3V0U1S5R1Q8Y1X4V2Y2W0,소상공인 보호 및 지원에 관한 법률 일부개정법률안,이종배의원 등 10인,산업통상자원중소벤처기업위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6V1W2U1V6D2D3C1A3A1Z3Z2,노인복지법 일부개정법률안,이종배의원 등 10인,보건복지위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2E4D0C5B3J0D1C5B2J1H1G6H8F3C8,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 11인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_R2Z4Y0W5V3V0E1C5B2Z0Y3X4F8G6F0,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 12인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_D2B4I0F5N3K0R0P9O0J0H3O8L5U0R1,댐건설·관리 및 주변지역지원 등에 관한 법률 일부개정법률안,이종배의원 등 11인,환경노동위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_H2Q4O0M5L3T1U1T8B5Z4Y2X2X5F4E4,농지법 일부개정법률안,이종배의원 등 11인,농림축산식품해양수산위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2D4C0K5I3H0I1X5W1V9T1C2C2B1Z0,조세특례제한법 일부개정법률안,이종배의원 등 11인,기획재정위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2O4N0V5W3V0U1S5R1Q8Y1X4V2Y2W0,소상공인 보호 및 지원에 관한 법률 일부개정법률안,이종배의원 등 10인,산업통상자원중소벤처기업위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6V1W2U1V6D2D3C1A3A1Z3Z2,노인복지법 일부개정법률안,이종배의원 등 10인,보건복지위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2E4D0C5B3J0D1C5B2J1H1G6H8F3C8,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 11인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_R2Z4Y0W5V3V0E1C5B2Z0Y3X4F8G6F0,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 12인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_D2B4I0F5N3K0R0P9O0J0H3O8L5U0R1,댐건설·관리 및 주변지역지원 등에 관한 법률 일부개정법률안,이종배의원 등 11인,환경노동위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_H2Q4O0M5L3T1U1T8B5Z4Y2X2X5F4E4,농지법 일부개정법률안,이종배의원 등 11인,농림축산식품해양수산위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2D4C0K5I3H0I1X5W1V9T1C2C2B1Z0,조세특례제한법 일부개정법률안,이종배의원 등 11인,기획재정위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2O4N0V5W3V0U1S5R1Q8Y1X4V2Y2W0,소상공인 보호 및 지원에 관한 법률 일부개정법률안,이종배의원 등 10인,산업통상자원중소벤처기업위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6V1W2U1V6D2D3C1A3A1Z3Z2,노인복지법 일부개정법률안,이종배의원 등 10인,보건복지위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2E4D0C5B3J0D1C5B2J1H1G6H8F3C8,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 11인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_R2Z4Y0W5V3V0E1C5B2Z0Y3X4F8G6F0,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 12인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_D2B4I0F5N3K0R0P9O0J0H3O8L5U0R1,댐건설·관리 및 주변지역지원 등에 관한 법률 일부개정법률안,이종배의원 등 11인,환경노동위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_H2Q4O0M5L3T1U1T8B5Z4Y2X2X5F4E4,농지법 일부개정법률안,이종배의원 등 11인,농림축산식품해양수산위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2D4C0K5I3H0I1X5W1V9T1C2C2B1Z0,조세특례제한법 일부개정법률안,이종배의원 등 11인,기획재정위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2O4N0V5W3V0U1S5R1Q8Y1X4V2Y2W0,소상공인 보호 및 지원에 관한 법률 일부개정법률안,이종배의원 등 10인,산업통상자원중소벤처기업위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6V1W2U1V6D2D3C1A3A1Z3Z2,노인복지법 일부개정법률안,이종배의원 등 10인,보건복지위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2E4D0C5B3J0D1C5B2J1H1G6H8F3C8,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 11인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_R2Z4Y0W5V3V0E1C5B2Z0Y3X4F8G6F0,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 12인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_D2B4I0F5N3K0R0P9O0J0H3O8L5U0R1,댐건설·관리 및 주변지역지원 등에 관한 법률 일부개정법률안,이종배의원 등 11인,환경노동위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_H2Q4O0M5L3T1U1T8B5Z4Y2X2X5F4E4,농지법 일부개정법률안,이종배의원 등 11인,농림축산식품해양수산위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2D4C0K5I3H0I1X5W1V9T1C2C2B1Z0,조세특례제한법 일부개정법률안,이종배의원 등 11인,기획재정위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2O4N0V5W3V0U1S5R1Q8Y1X4V2Y2W0,소상공인 보호 및 지원에 관한 법률 일부개정법률안,이종배의원 등 10인,산업통상자원중소벤처기업위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_Q2Y4Y0X6V1W2U1V6D2D3C1A3A1Z3Z2,노인복지법 일부개정법률안,이종배의원 등 10인,보건복지위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_E2E4D0C5B3J0D1C5B2J1H1G6H8F3C8,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 11인,정무위원회,,공동발의
이종배,국민의힘,"산업통상자원중소벤처기업위원회, 예산결산특별위원회",PRC_R2Z4Y0W5V3V0E1C5B2Z0Y3X4F8G6F0,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,이종배의원 등 12인,정무위원회,,공동발의
