naas_cd,naas_nm,naas_ch_nm,naas_en_nm,birth_dt,party,district,district_type,committee,belonging_committee,election_type,gender,phone,email,website,office,photo_url,bio,era
PA35164W,김형일,金炯一,,1923-10-28,민정당/신민당/신민당/신민당,"경기 화성/경기 화성/경기 수원시,화성군",전국구/지역구/지역구/지역구,,"건설위원회, 국방위원회/국회운영위원회, 외자도입특별국정감사특별위원회, 법제사법위원회, 국방위원회, 예산결산특별위원회, 건설위원회, 외무위원회/국방위원회, 건설위원회/상공위원회, 경제과학위원회, 국회운영위원회, 예산결산특별위원회, 건설위원회",4선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/PA35164W.jpg,,"제6대, 제7대, 제8대, 제9대"
F1M3009R,김형주,金炯柱,"Kim, Hyeong-joo",1963-09-24,열린우리당,서울특별시 광진구을,지역구,,"문화관광위원회, 민족화해와번영을위한남북평화통일특별위원회, 산업자원위원회, 지방행정체제개편특별위원회, 장애인특별위원회, 예산결산특별위원회, 환경노동위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/F1M3009R.jpg,,제17대
1O81498A,김형태,金亨泰,KIM Hyung Tae,1952-12-10,새누리당,경북 포항시남구울릉군,지역구,,국방위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/1O81498A.jpg,,제19대
F1M5664J,김형효,金炯孝,"Kim, Hyung-hio",1940-03-16,민주정의당,,전국구,,"예산결산특별위원회, 문교공보위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/F1M5664J.jpg,,제12대
WYI5610U,김혜성,金惠聖,Kim Hye Seong,1955-10-29,친박연대,비례대표,비례대표,,"정치개혁특별위원회, 기획재정위원회, 여성가족위원회, 보건복지위원회, 보건복지가족위원회",초선,여,,,,,https://www.assembly.go.kr/static/portal/img/openassm/WYI5610U.jpg,,제18대
UDB9699P,김호연,金昊淵,KIM HO YEON,1955-04-29,한나라당,충남 천안시을,지역구,,"지식경제위원회, 국회운영위원회, 예산결산특별위원회, 외교통상통일위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/UDB9699P.jpg,,제18대
X9Z79695,김호일,金浩一,"Kim, Ho-il",1942-12-12,무소속/신한국당/한나라당,경남 마산시 합포군/경남 마산시 합포군/경남 마산시 합포군,지역구/지역구/지역구,,"예산결산특별위원회, 농림수산위원회, 교육위원회, 건설위원회/농림해양수산위원회, 산업자원위원회, 법제사법위원회, 예산결산특별위원회, 내무위원회, 한보사건국정조사특별위원회, 국회운영위원회, 통상산업위원회/일본역사교과서왜곡시정을위한특별위원회, 산업자원위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/X9Z79695.jpg,,"제14대, 제15대, 제16대"
08I8941Z,김호칠,金好七,,1926-11-03,민주공화당,,전국구,,"재정경제위원회, 상공위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/08I8941Z.jpg,,제6대
PO64874I,김홍걸,金弘傑,KIM HONGGUL,1963-11-12,더불어시민당,비례대표,비례대표,,,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/PO64874I.jpg,현) 제21대 국회 전반기 외교통일위원회 위원 전) 민족화해협력범국민협의회 대표상임의장 전) 김대중이희호기념사업회 이사장 전) 퍼모나대학교 태평양연구소 객원연구원,제21대
KWF97697,김홍만,金洪萬,Kim Hong-moon,1943-03-11,신민주공화당,충남 대전시중구,지역구,,"대전국제무역산업박람회지원특별위원회, 국회운영위원회, 행정위원회, 조선대생이철규변사사건조사특별위원회, 예산결산특별위원회, 양대부정선거조사특별위원회, 내무위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/KWF97697.jpg,,제13대
8EW4343N,김홍식,金洪植,,1912-03-01,자유당,경북 고령,지역구,,"국회운영위원회, 상공위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/8EW4343N.jpg,,제3대
ECQ9898H,김홍신,金洪信,"Kim, Hong-shin",1947-03-19,통합민주당/한나라당,비례대표,전국구/비례대표,,"경제구조개혁및실업대책특별위원회, 보건복지위원회, 여성특별위원회/환경노동위원회, 보건복지위원회, 예산결산특별위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/ECQ9898H.jpg,,"제15대, 제16대"
95C2897K,김홍업,金弘業,"Kim, Hong-up",1950-07-29,민주당,"전남 무안군,신안군",지역구,,"서해안유류오염사고대책특별위원회, 농림해양수산위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/95C2897K.jpg,,제17대
IEY8930A,김홍용,金洪鏞,,1902-10-03,무소속,전남 담양,지역구,,,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/IEY8930A.jpg,,제2대
EBP5346U,김홍일,金弘壹,,1898-09-23,신민당/신민당,서울 마포구,지역구/전국구,,"상공위원회, 내무위원회, 국방위원회/건설위원회, 농림위원회, 외무위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/EBP5346U.jpg,,"제7대, 제8대"
1OP1897P,김홍일,金弘一,"Kim, hong-il",1948-01-21,새정치국민회의/새천년민주당/새천년민주당,"전남 목포,신안갑/전라남도 목포시/비례대표",지역구/지역구/비례대표,,"행정자치위원회, 내무위원회/건설교통위원회/교육위원회, 국방위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/1OP1897P.jpg,,"제15대, 제16대, 제17대"
FX68781T,김화남,金和男,"Kim, Hwa-nam",1943-01-30,자유민주연합,경북 의성군,지역구,,"예산결산특별위원회, 재해대책특별위원회, 행정위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/FX68781T.jpg,,제15대
5ZO7509R,김화중,金花中,Kim Hwa-joong,1945-01-03,새천년민주당,비례대표,비례대표,,"재정경제위원회, 여성위원회, 정무위원회, 여성특별위원회, 보건복지위원회, 국회운영위원회, 교육위원회",초선,여,,,,,https://www.assembly.go.kr/static/portal/img/openassm/5ZO7509R.jpg,,제16대
GLY9970V,김황식,金晃植,kim hwang-sik,1950-08-06,한나라당,경기도 하남시,지역구,,"감사원장(전윤철)임명동의에관한인사청문특별위원회, 재정제도개혁특별위원회, 국회운영위원회, 2003년대구하계유니버시아드대회지원특별위원회, 예산결산특별위원회, 미래전략특별위원회, 공적자금국정조사특별위원회, 재정경제위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/GLY9970V.jpg,,제16대
1QC51111,김회선,金會瑄,KIM Hoe Sun,1955-05-03,새누리당,서울 서초구갑,지역구,,"미래창조과학방송통신위원회, 국무총리(황교안) 임명동의에 관한 인사청문특별위원회, 정치개혁 특별위원회, 대법관(박상옥) 임명동의에 관한 인사청문특별위원회, 교육문화체육관광위원회, 중앙선거관리위원회 위원(김용호·이상환) 선출에 관한 인사청문특별위원회, 국가정보원등 국가기관의 정치적 중립성 강화를 위한 제도개선 특별위원회, 감사원장(황찬현) 임명동의에 관한 인사청문특별위원회, 남북관계발전 특별위원회, 사법제도개혁 특별위원회, 법제사법위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/1QC51111.jpg,,제19대
M6H1705E,김회재,金會在,KIM HOIJAE,1962-11-24,더불어민주당,전남 여수시을,지역구,,,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/M6H1705E.jpg,<주요 경력> - 제21대 여수을 국회의원 - 국회국토교통위원회 위원 - 더불어민주당 법률위원장 - 전) 국회운영위원회 위원 - 전) 더불어민주당 원내부대표 - 전) 의정부지방검찰청 검사장 - 전) 광주지방검찰청 검사장 <수상 내역> - 자랑스런 여수인상(2016) - 홍조근정훈장(2011),제21대
UIN2835Q,김효석,金孝錫,Kim Hyo Seuk,1949-07-15,새천년민주당/새천년민주당/통합민주당,"전라남도 담양,곡성,장성군/전라남도 담양,곡성,장성군/전남 담양군곡성군구례군",지역구/지역구/지역구,,"정치개혁특별위원회, 재정제도개혁특별위원회, 2010년평창동계올림픽유치특별위원회, 공적자금국정조사특별위원회, 예산결산특별위원회, 윤리특별위원회, 재정경제위원회, 미래전략특별위원회, 국회운영위원회, 과학기술정보통신위원회/정보위원회, 과학기술정보통신위, 국회운영위원회, 보건복지위원회, 저출산및고령화사회대책특별위원회, 남북관계발전특별위원회, 예산결산특별위원회, 재정경제위원회/농림수산식품위원회, 기획재정위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/UIN2835Q.jpg,,"제16대, 제17대, 제18대"
27P1869Q,김효석,金孝錫,,1994-00-00,대한독립촉성국민회,경남 합천을,지역구,,"반민족행위특별조사위원회, 법제사법위원회, 재정경제위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/27P1869Q.jpg,,제헌
Z7S33250,김효영,金孝榮,"Kim, hyo-yung",1923-05-02,민주공화당/민주공화당/무소속/통일국민당,"강원 강릉,명주,삼척/강원 강릉,명주,삼척/강원 동해,태백시삼척군/강원 동해시",지역구/지역구/지역구/지역구,,"예산결산특별위원회, 상공위원회/예산결산특별위원회, 상공위원회/법제사법위원회, 예산결산특별위원회, 상공위원회/건설교통위원회, 건설위원회, 법제사법위원회, 상공자원위원회, 동력자원위원회",4선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/Z7S33250.jpg,,"제9대, 제10대, 제12대, 제14대"
NYV25701,김효재,金孝在,Hyo Jae Kim,1952-05-14,한나라당,서울 성북구을,지역구,,"정무위원회, 지식경제위원회, 남북관계발전특별위원회, 감사원장(정동기) 임명동의에 관한 인사청문특별위원회, 외교통상통일위원회, 천안함 침몰사건 진상조사특별위원회, 기후변화대책특별위원회, 정보위원회, 문화체육관광방송통신위원회, 기후변화대책특별위원회, 국방위원회, 국군부대의유엔레바논평화유지군(UNIFIL)파견연장동의안심사특별위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/NYV25701.jpg,,제18대
KVS3365C,김훈,金勳,,1909-09-18,민주당/민주당,경기 인천시병/경기 인천병,지역구/지역구,,"교통체신위원회, 국방위원회, 국회운영위원회, 보건사회위원회/교통체신위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/KVS3365C.jpg,,"제4대, 제5대"
52P3934K,김희곤,金熙坤,KIM HEEGON,1964-12-17,미래통합당,부산 동래구,지역구,,,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/52P3934K.jpg,- 부산 동래고 - 부산대학교 법학 학사 - 연세대학교 행정대학원 석사 현) 21대 국회의원(부산 동래구/ 국민의힘) 현) 21대 국회 정무위원회 위원 현) 21대 예산결산특별위원회 위원 현) 국민의힘 부산광역시당 수석대변인 전) 21대 국회 윤리특별위원회 위원 전) 국민의힘 원내부대표 전) 해양수산부 장관 정책보좌관 전) 국회의원 보좌관 전) 대통령비서실 정치특보실,제21대
6AR6743G,김희국,金熙國,KIM HEEKUK,1958-10-20,새누리당/미래통합당,대구 중구남구/경북 군위군의성군청송군영덕군,지역구/지역구,,,재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/6AR6743G.jpg,■ 학력사항 - 경북고 - 경북대 행정학과 - 광운대 법학과 박사 ■ 경력사항 - 제24회 행정고시 - 부산지방해양항만청 항만물류과 과장 - 건설교통부 고속철도과 과장 - 국토해양부 제2차관 - 제19대 국회의원 (대구 중구남구/새누리당) - 제19대 국회 보건복지위원회 위원 - 제19대 국회 예산결산특별위원회 위원 - 제19대 국회 창조경제활성화특별위원회 위원 - 제19대 국회 국토교통위원회 위원 - 새누리당 중앙재해대책위원장 - 제19대 국회 서민주거복지특별위원회 위원 - 새누리당 민생정책특별위원회 부위원장 - 한국건설법무학회 회장 - 제21대 국회의원 (경북 군위군의성군청송군영덕군/국민의힘)(現),"제19대, 제21대"
A9233564,김희선,金希宣,"Kim, Hee-sun",1943-10-28,새천년민주당/열린우리당,서울특별시 동대문구갑/서울특별시 동대문구갑,지역구/지역구,,"과거사진상규명에관한특별위원회, 예산결산특별위원회, 윤리특별위원회, 여성위원회, 일본역사교과서왜곡시정을위한특별위원회, 미래전략특별위원회, 과학기술정보통신위원회, 여성특별위원회/문화관광위원회, 중국의고구려사왜곡대책특별위원회, 정무위원회",재선,여,,,,,https://www.assembly.go.kr/static/portal/img/openassm/A9233564.jpg,,"제16대, 제17대"
HRG9655C,김희정,金姬廷,KIM HEEJUNG,1971-04-13,한나라당/새누리당/국민의힘,부산광역시 연제구/부산 연제구/부산 연제구,지역구/지역구/지역구,국토교통위원회,국토교통위원회,3선,여,02-784-1255,khjkorea@assembly.go.kr,https://blog.naver.com/khjkorea1,의원회관 708호,https://www.assembly.go.kr/static/portal/img/openassm/new/b30ba14b467a4303b40bdbceedfdc68c.jpg,"<주요 경력> - 3선 국회의원 (제17대, 19대, 22대) - 여성가족부 장관 - 청와대 대변인 - 한국인터넷진흥원 초대원장 <학력> - 연세대학교 정치외교학과 졸업 - 연세대학교 대학원 정치학과 석사 졸업 - 연세대학교 대학원 정치학과 박사 수료","제17대, 제19대, 제22대"
BGF3673X,김희철,金熙喆,kim hee-chull,1947-12-15,통합민주당,서울 관악구을,지역구,,"정무위원회, 대법관(이상훈)임명동의에 관한 인사청문특별위원회, 국토해양위원회, 중앙선거관리위원회위원(이한구)선출에 관한 인사청문특별위원회, 저출산고령화대책특별위원회, 행정안전위원회, 민생안정대책특별위원회, 국군부대의유엔레바논평화유지군(UNIFIL)파견연장동의안심사특별위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/BGF3673X.jpg,,제18대
SLW27496,나경원,羅景垣,NA KYUNGWON,1963-12-06,한나라당/한나라당/새누리당/새누리당/국민의힘,비례대표/서울 중구/서울 동작구을/서울 동작구을/서울 동작구을,비례대표/지역구/지역구/지역구/지역구,법제사법위원회,법제사법위원회,5선,여,02-784-8975,nakw63@naver.com,http://blog.naver.com/nakw63,의원회관 706호,https://www.assembly.go.kr/static/portal/img/openassm/new/563d61a4466c42c8be2c4979c00e5060.png,"제22대 서울 동작(을) 국회의원 제17&middot;18&middot;19&middot;20대 국회의원 국회 인구기후그리고내일 대표의원(COP29 국회대표단장) 전 자유한국당 원내대표 전 저출산고령사회위원회 부위원장 전 기후환경대사(COP27 대통령 특사) 전 대통령 특사 (Davos, 세계경제포럼) 전 국회 외교통일위원장(COP21 고위급세션 한국대표) 전 국회 저출산고령화대책특별위원장 전 국제장애인올림픽위원회 집행위원 전 부산&middot;인천지방법원, 서울행정법원 판사","제17대, 제18대, 제19대, 제20대, 제22대"
BC817070,나길조,羅吉祚,,1923-02-03,민주정의당,,전국구,,법제사법위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/BC817070.jpg,,제11대
CBC6062B,나상근,羅相謹,,1910-03-12,자유당,강원 인제,지역구,,재정경제위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/CBC6062B.jpg,,제4대
S1380205,나석호,羅碩昊,"Na, Sok-ho",1934-07-12,신민당/민주정의당/민주정의당,"전남 나주/전남 금성시,광산,나주군/전남 금성시,광산,나주군",지역구/지역구/지역구,,"법제사법위원회, 외무위원회, 재무위원회, 경제과학위원회, 내무위원회/예산결산특별위원회, 법제사법위원회/법제사법위원회, 내무위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/S1380205.jpg,,"제8대, 제11대, 제12대"
IRQ5741O,나성린,羅城麟,NA Seong-lin,1953-03-27,한나라당/새누리당,비례대표/부산 부산진구갑,비례대표/지역구,,"윤리특별위원회, 국무총리(정운찬)임명동의에 관한 인사청문특별위원회, 예산결산특별위원회, 일자리창출 및 중소기업경쟁력특별위원회, 기획재정위원회, 민생안정대책특별위원회/서민주거복지 특별위원회, 서민주거복지 특별위원회, 예산·재정개혁 특별위원회, 기획재정위원회, 예산결산특별위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/IRQ5741O.jpg,,"제18대, 제19대"
XF32334M,나오연,羅午淵,"Lah, Oh-yeon",1932-08-27,민주자유당/신한국당/한나라당,경남 양산/경남 양산시/경남 양산시,지역구/지역구/지역구,,"재정경제위원회, 예산결산특별위원회, 재무위원회/환경노동위원회, 한보사건국정조사특별위원회, 예산결산특별위원회, 재정경제위원회/공적자금의운용실태규명을위한국정조사특별위원회, 정무위원회, 예산결산특별위원회, 재정경제위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/XF32334M.jpg,,"제14대, 제15대, 제16대"
1C747415,나용균,羅容均,,1895-11-25,한국민주당/민주당/민주당/민정당,전북 정읍갑/전북 정읍군갑/전북 정읍군갑/전북 정읍군,지역구/지역구/지역구/지역구,,"내무위원회, 외무위원회/외무위원회/외무위원회",4선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/1C747415.jpg,,"제헌, 제4대, 제5대, 제6대"
6545933G,나웅배,羅雄培,"Rha, Woong-bae",1934-07-24,민주정의당/민주정의당/민주정의당/민주자유당,서울 영등포구을/서울 영등포구을,전국구/전국구/지역구/지역구,,"예산결산특별위원회, 재무위원회/경제과학위원회, 재무위원회/재무위원회, 보건사회위원회/통신과학기술위원회, 통일외무위원회, 환경노동위원회, 외무통일위원회, 교육위원회, 교육체육청소년위원회",4선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/6545933G.jpg,,"제11대, 제12대, 제13대, 제14대"
3PK85169,나창주,羅昌柱,Ra Chang-joo,1934-05-12,민주정의당,,전국구,,"상공위원회, 노동위원회, 내무위원회, 농림수산위원회, 예산결산특별위원회, 통일정책특별위원회, 5.18광주민주화운동진상조사특별위원회, 문교공보위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/3PK85169.jpg,,제13대
5LZ5693D,나창헌,羅昌憲,,1901-03-17,자유당,충남 서산갑,지역구,,"재정경제위원회, 상공위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/5LZ5693D.jpg,,제3대
9U96592M,나판수,羅判洙,,1921-08-24,자유당,전남 무안갑,지역구,,"태풍재해대책특별위원회, 보건사회위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/9U96592M.jpg,,제4대
6EH6017P,나희집,羅熙集,,1910-08-01,자유당,충남 서천,지역구,,농림위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/6EH6017P.jpg,,제3대
EI023764,남경필,南景弼,NAM Kyung Pil,1965-01-20,한나라당/한나라당/한나라당/한나라당/새누리당,경기도 수원시팔달구/경기도 수원시팔달구/경기도 수원시팔달구/경기 수원시팔달구/경기 수원시병,지역구/지역구/지역구/지역구/지역구,,"법제사법위원회, 예산결산특별위원회, 행정자치위원회, 윤리특별위원회, 국회운영위원회, 2002년월드컵등국제경기대회지원특별위원회, 문화관광위원회/여성위원회, 보건복지위원회, 최근일련의언론사태진상규명을위한국정조사특별위원회, 남북관계발전지원특별위원회, 문화관광위원회/통일외교통상위원회, 저출산및고령화사회대책특별위원회, 국회개혁특별위원회, 국회운영위원회, 정무위원회, 국회상임위원회위원정수에관한규칙개정특별위원회, 국무총리(이해찬)임명동의에관한인사청문특별위원회/문화체육관광방송통신위원회, 외교통상통일위원회, 감사원장(김황식)임명동의에관한인사청문특별위원회/산업통상자원위원회, 동북아역사왜곡대책 특별위원회, 미래창조과학방송통신위원회, 문화체육관광방송통신위원회, 윤리특별위원회",5선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/EI023764.jpg,,"제15대, 제16대, 제17대, 제18대, 제19대"
T8T6598Q,남궁석,南宮晳,Nam Goong-seuk,1938-09-20,새천년민주당,경기도 용인시갑,지역구,,"예산결산특별위원회, 과학기술정보통신위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/T8T6598Q.jpg,,제16대
VZ17900R,남궁진,南宮鎭,Namkung Jin,1942-08-11,민주당/새정치국민회의,경기 광명시갑,전국구/지역구,,"교육위원회, 국제경쟁력강화및경제제도개혁에관한특별위원회, 통일외무위원회, 예산결산특별위원회, 외무통일위원회, 국방위원회/예산결산특별위원회, 산업자원위원회, 과학기술정보통신위원회, 국회운영위원회, 통신과학기술위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/VZ17900R.jpg,,"제14대, 제15대"
8UK6500D,남궁현,南宮炫,,1912-02-24,대한독립촉성국민회,충남 부여갑,지역구,,재정경제위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/8UK6500D.jpg,,제헌
D4C2798R,남상돈,南相敦,,1916-10-08,유신정우회,,통일주체국민회의,,농수산위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/D4C2798R.jpg,,제9대
OQ15529M,남송학,南松鶴,,1903-07-23,대한국민당/자유당,서울 용산구을/서울 용산구을,지역구/지역구,,교통체신위원회/교통체신위원회,재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/OQ15529M.jpg,,"제2대, 제3대"
04T3751T,남인순,南仁順,NAM INSOON,1958-11-05,민주통합당/더불어민주당/더불어민주당/더불어민주당,비례대표/서울 송파구병/서울 송파구병/서울 송파구병,비례대표/지역구/지역구/지역구,"보건복지위원회, 연금개혁 특별위원회","보건복지위원회, 연금개혁 특별위원회",4선,여,02-784-5980,nisoon@na.go.kr,http://blog.naver.com/nisoon,의원회관 748호,https://www.assembly.go.kr/static/portal/img/openassm/new/b265059dddd24f329d9361e3d0f62e4e.jpg,현) 제22대 국회의원(서울 송파병) 현) 국회 보건복지위원 현) 더불어민주당 이태원참사특별위원장 현) 한국아동인구환경의원연맹(CPE) 부회장 제19~21대 국회의원 21대 국회 정치개혁특별위원장 더불어민주당 최고위원 더불어민주당 코로나19국난극복위원회 부위원장 더불어민주당 민생연석회의 운영위원장 더불어민주당 유치원&middot;어린이집 공공성강화 특별위원회 위원장 더불어민주당 보육특별위원장 더불어민주당 젠더폭력대책특별위원장 20대 국회 전반기 여성가족위원장 더불어민주당 여성정치참여확대위원회 위원장 새정치민주연합 전국여성위원장&middot;원내부대표 새정치민주연합 대외협력위원장 19대 국회 아동&middot;여성대상 성폭력대책 특별위원회 간사 한국여성의정 공동대표,"제19대, 제20대, 제21대, 제22대"
QCQ12252,남재두,南在斗,"Nam, Jae-du",1939-09-14,민주정의당/민주정의당/민주자유당,대전 동구/충남 대전시동구/대전 동구갑,지역구/지역구/지역구,,"국회운영위원회, 국방위원회, 제24회서울올림픽대회지원특별위원회, 예산결산특별위원회, 내무위원회/헌법개정특별위원회, 예산결산특별위원회, 상공위원회/건설교통위원회, 교통위원회, 윤리특별위원회, 문화체육공보위원회, 대전세계박람회지원특별위원회, 문화공보위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/QCQ12252.jpg,,"제11대, 제12대, 제14대"
O4C4024O,남재한,南載漢,,1928-12-30,유신정우회,,통일주체국민회의,,,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/O4C4024O.jpg,,제10대
8JX2594Z,남재희,南載熙,"Nam, Jae-hee",1934-01-18,민주공화당/민주정의당/민주정의당/민주정의당,서울 강서구/서울 강서구/서울 강서구/서울 강서구을,지역구/지역구/지역구/지역구,,"예산결산특별위원회, 보건사회위원회/예산결산특별위원회, 문교공보위원회/헌법개정특별위원회, 예산결산특별위원회, 국방위원회/윤리특별위원회, 건설위원회, 문교공보위원회, 노동위원회, 통일정책특별위원회, 국방위원회",4선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/8JX2594Z.jpg,,"제10대, 제11대, 제12대, 제13대"
DSP4257Y,남평우,南平祐,"Nam, Pyung-woo",1936-12-20,민주자유당/신한국당,경기 수원시권선구을/경기 수원시팔달구,지역구/지역구,,"예산결산특별위원회, 내무위원회/통상산업위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/DSP4257Y.jpg,,"제14대, 제15대"
EXX9334K,노기용,盧企容,,1995-00-00,무소속,경남 합천갑,지역구,,"재정경제위원회, 내무위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/EXX9334K.jpg,,제2대
E4F9377R,노기태,盧基太,"Roh, Ki-tae",1946-12-21,신한국당,경남 창녕군,지역구,,"정치개혁입법특별위원회, 경제구조개혁및실업대책특별위원회, 건설교통위원회, 국제경쟁력강화및경제제도개혁에관한특별위원회, 산업자원위원회, 한보사건국정조사특별위원회, 국회운영위원회, 내무위원회, 재해대책특별위원회, 통상산업위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/E4F9377R.jpg,,제15대
2VF5648T,노무현,盧武鉉,"Roh, Moo-hyun",1946-08-06,통일민주당/새정치국민회의,부산 동구/서울 종로구,지역구/지역구,,"예산결산특별위원회, 농림수산위원회, 제5공화국에있어서의정치권력형비리조사특별위원회, 노동위원회/예산결산특별위원회, 교육위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/2VF5648T.jpg,,"제13대, 제15대"
14C8747Q,노승우,盧承禹,"Ro, Seung-woo",1938-09-20,민주자유당/신한국당,서울 동대문구갑/서울 동대문구갑,지역구/지역구,,"재정경제위원회, 재무위원회, 예산결산특별위원회, 교통체신위원회/보건복지위원회, 농어민및도시영세민대책특별위원회, 법제사법위원회, 농림해양수산위원회, 환경노동위원회, 재정경제위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/14C8747Q.jpg,,"제14대, 제15대"
K4O32890,노승환,盧承煥,Noh Sung-hwan,1927-09-05,신민당/신민당/신민당/신한민주당/평화민주당,"서울 마포구/서울 마포,용산구/서울 마포,용산구/서울 마포,용산구/서울 마포구갑",지역구/지역구/지역구/지역구/지역구,,"경제의안정과성장에관한긴급명령심사특별위원회, 내무위원회, 경제과학위원회, 국회운영위원회, 재무위원회/예산결산특별위원회, 내무위원회/예산결산특별위원회, 내무위원회/교통체신위원회, 외무위원회, 내무위원회/교통체신위원회, 동력자원위원회",5선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/K4O32890.jpg,,"제8대, 제9대, 제10대, 제12대, 제13대"
XBJ9297Q,노영민,盧英敏,NOH Young-min,1957-11-25,열린우리당/통합민주당/민주통합당,충북 청주시흥덕구을/충북 청주시흥덕구을/충북 청주시흥덕구을,지역구/지역구/지역구,,"국회운영위원회, 방송통신특별위원회, 산업자원위원회, 예산결산특별위원회, 지방행정체제개편특별위원회, 신행정수도의건설을위한특별조치법위헌결정후속대책및지역균형발전특별위원회, 규제개혁특별위원회, 건설교통위원회/세계박람회지원특별위원회, 장애인에 대한 성폭력 등 인권침해 방지대책특별위원회, 평창동계올림픽 및 국제경기대회지원특별위원회, 윤리특별위원회, 국회운영위원회, 정치개혁특별위원회, 감사원장(양건)임명동의에 관한 인사청문특별위원회, 국제경기대회개최 및 유치지원특별위원회, 예산결산특별위원회, 일자리창출 및 중소기업경쟁력특별위원회, 지식경제위원회, 가축전염병예방법개정특별위원회/정부 및 공공기관 등의 해외자원개발 진상규명을 위한 국정조사특별위원회, 예산결산특별위원회, 산업통상자원위원회, 윤리특별위원회, 지식경제위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/XBJ9297Q.jpg,,"제17대, 제18대, 제19대"
